,,,,,,,,,,10684,,MW capacity:,27407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reg_no,ref_no,company,site_location,subsite_name,county,mfg_date,original_permit_date,latest_permit_date,date_notes,quantity,capacity_bhp,capacity_kWe,total_capacity_kWe,manufacturer,model,equipment_type,tier,SCR,NOx_g_per_kWh,PM_g_per_kWh,NOx_lb_per_hr,CO_lb_per_hr,VOC_lb_per_hr,PM_lb_per_hr,SO2_lb_per_hr,NOx_uncontrolled_lb_per_hr,CO_uncontrolled_lb_per_hr,VOC_uncontrolled_lb_per_hr,PM_uncontrolled_lb_per_hr,NOx_controls,PM_controls,CO_controls,add_on_control,fuel_type,fuel_spec_raw,max_sulfur_wt_pct,fuel_throughput_limit_raw,operating_hr_per_year,possible_issues,additional_notes,transitory,exempt_from_permitting,
73293,EG3,Qwest Communications Company,"22995 Wilder Court Sterling, VA 20166",,Loudoun,,4/15/2010,4/15/2010,,1,2206,1500,1500,Caterpillar,3512C,emergency diesel genset,Tier 2,FALSE,8.74,0.12,28.9,4,0.8,0.4,0.7,,,,,,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade low sulfur 2-D or grade 2-D S500",0.05%,,425,,,FALSE,FALSE,
73293,EG4,Qwest Communications Company,"22995 Wilder Court Sterling, VA 20166",,Loudoun,,4/15/2010,4/15/2010,,1,2206,1500,1500,Caterpillar,3512C,emergency diesel genset,Tier 2,FALSE,8.74,0.12,28.9,4,0.8,0.4,0.7,,,,,,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade low sulfur 2-D or grade 2-D S500",0.05%,,425,,,FALSE,FALSE,
73293,EG1,Qwest Communications Company,"22995 Wilder Court Sterling, VA 20166",,Loudoun,,12/10/2004,4/15/2010,,1,2168,1500,1500,Caterpillar,3512B,emergency diesel genset,Tier 2,FALSE,8.53,0.39,28.2,12.9,1.8,1.3,0.8,,,,,,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade low sulfur 2-D or grade 2-D S500",0.05%,,425,,,FALSE,FALSE,
73293,EG2,Qwest Communications Company,"22995 Wilder Court Sterling, VA 20166",,Loudoun,,12/10/2004,4/15/2010,,1,2168,1500,1500,Caterpillar,3512B,emergency diesel genset,Tier 2,FALSE,8.53,0.39,28.2,12.9,1.8,1.3,,,,,,,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade low sulfur 2-D or grade 2-D S500",0.05%,,425,,,FALSE,FALSE,
73294,3,"Amazon Data Services, Inc.","4101 Westfax Drive Chantilly, Virginia 20151",IAD-1 ,Fairfax,,9/10/2004,10/11/2024,Original permit date based on provided install year and list of permit dates,1,2172,1350,1350,Caterpillar,3512B,emergency diesel genset,Tier 1,FALSE,15.46,0.26,46,7,1.1,0.77,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,4,"Amazon Data Services, Inc.","4101 Westfax Drive Chantilly, Virginia 20151",IAD-1 ,Fairfax,,11/8/2004,10/11/2024,Original permit date based on provided install year and list of permit dates,1,1502,1000,1000,Caterpillar,3508B,emergency diesel genset,Tier 2,FALSE,11.34,0.25,25,1.1,0.81,0.56,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,5,"Amazon Data Services, Inc.","4101 Westfax Drive Chantilly, Virginia 20151",IAD-1,Fairfax,,6/12/2012,10/11/2024,Original permit date based on provided install year and list of permit dates,1,3634,2500,2500,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.65,0.07,47.67,5.9,1.2,0.4,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,6,"Amazon Data Services, Inc.","4101 Westfax Drive Chantilly, Virginia 20151",IAD-1,Fairfax,,4/9/2013,10/11/2024,Original permit date based on provided install year and list of permit dates,1,3634,2500,2500,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.65,0.07,47.67,5.9,1.2,0.4,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,7,"Amazon Data Services, Inc.","4101 Westfax Drive Chantilly, Virginia 20151",IAD-1,Fairfax,,8/27/2009,10/11/2024,Original permit date based on provided install year and list of permit dates,1,2937,2000,2000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.8,0.14,38.8,4.1,1.1,0.6,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,8,"Amazon Data Services, Inc.","4101 Westfax Drive Chantilly, Virginia 20151",IAD-1,Fairfax,,10/8/2009,10/11/2024,Original permit date based on provided install year and list of permit dates,1,2206,1500,1500,Caterpillar,3512C,emergency diesel genset,Tier 2,FALSE,8.77,0.09,29,2.7,0.7,0.3,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,9,"Amazon Data Services, Inc.","4101 Westfax Drive Chantilly, Virginia 20151",IAD-1,Fairfax,,1/20/2011,10/11/2024,Original permit date based on provided install year and list of permit dates,1,2206,1500,1500,Caterpillar,3512C,emergency diesel genset,Tier 2,FALSE,8.77,0.09,29,2.7,0.7,0.3,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,10,"Amazon Data Services, Inc.","4101 Westfax Drive Chantilly, Virginia 20151",IAD-1,Fairfax,,9/12/2012,10/11/2024,Original permit date based on provided install year and list of permit dates,1,3634,2500,2500,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.65,0.07,47.67,5.9,1.2,0.4,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,C,"Amazon Data Services, Inc.","4101 Westfax Drive Chantilly, Virginia 20151",IAD-1,Fairfax,,2/19/2010,10/11/2024,Original permit date based on provided install year and list of permit dates,1,2924,2000,2000,Kohler,2000REOZMB,emergency diesel genset,Tier 2,FALSE,7.63,0.15,33.66,5.3,1.5,0.67,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,Jan-00,"Amazon Data Services, Inc.","4100 Westfax Drive Chantilly, Virginia 20151",IAD-9 ,Fairfax,,8/31/2010,10/11/2024,,1,3058,2050,2050,Kohler,2250REOZMB,emergency diesel genset,Tier 2,FALSE,8.95,0.14,40.45,6.24,0.84,0.63,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,1-Jan,"Amazon Data Services, Inc.","4100 Westfax Drive Chantilly, Virginia 20151",IAD-9 ,Fairfax,,10/12/2010,10/11/2024,,1,4423,3000,3000,Caterpillar,C175-16,emergency diesel genset,Tier 2,FALSE,8.85,0.1,58.51,6,2.6,0.67,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,2-Jan,"Amazon Data Services, Inc.","4100 Westfax Drive Chantilly, Virginia 20151",IAD-9,Fairfax,,11/30/2010,10/11/2024,,1,3058,2050,2050,Kohler,2250REOZMB,emergency diesel genset,Tier 2,FALSE,8.95,0.14,40.45,6.24,0.84,0.63,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,1-Feb,"Amazon Data Services, Inc.","4100 Westfax Drive Chantilly, Virginia 20151",IAD-9,Fairfax,,1/20/2011,10/11/2024,,1,4423,3000,3000,Caterpillar,C175-16,emergency diesel genset,Tier 2,FALSE,8.85,0.1,58.51,6,2.6,0.67,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,1-Mar,"Amazon Data Services, Inc.","4100 Westfax Drive Chantilly, Virginia 20151",IAD-9,Fairfax,,1/24/2011,10/11/2024,,1,4423,3000,3000,Caterpillar,C175-16,emergency diesel genset,Tier 2,FALSE,8.85,0.1,58.51,6,2.6,0.67,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,1-Apr,"Amazon Data Services, Inc.","4100 Westfax Drive Chantilly, Virginia 20151",IAD-9,Fairfax,,7/7/2011,10/11/2024,,1,3604,2500,2500,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.65,0.07,47.67,5.9,1.2,0.4,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,2-Apr,"Amazon Data Services, Inc.","4100 Westfax Drive Chantilly, Virginia 20151",IAD-9,Fairfax,,9/12/2011,10/11/2024,,1,3604,2500,2500,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.65,0.07,47.67,5.9,1.2,0.4,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,1-May,"Amazon Data Services, Inc.","4100 Westfax Drive Chantilly, Virginia 20151",IAD-9,Fairfax,,6/12/2012,10/11/2024,,1,3634,2500,2500,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.65,0.07,47.67,5.9,1.2,0.4,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,2-May,"Amazon Data Services, Inc.","4100 Westfax Drive Chantilly, Virginia 20151",IAD-9,Fairfax,,4/29/2013,10/11/2024,,1,3634,2500,2500,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.65,0.07,47.67,5.9,1.2,0.4,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73294,Transitory Engine 1,"Amazon Data Services, Inc.","4100 Westfax Drive Chantilly, Virginia 20151",IAD-9,Fairfax,,4/29/2013,10/11/2024,,1,2937,2000,2000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.8,0.14,38.8,4.1,1.1,0.6,,,,,,,,,,diesel,,,,,,,TRUE,FALSE,
73326,,Unisys Corporation,"11720 Plaza America Drive Reston, VA20190",,Fairfax,,7/14/2005,7/14/2005,,1,1818,1250,1250,Caterpillar,3512TA,emergency diesel genset,Tier 1,FALSE,15,,41.35,11.46,,,2.56,,,,,,,,,diesel,D975-02 for numbers 1 or 2 low sulfur diesel fuel oil,0.50%,,500,,,FALSE,FALSE,
73341,EG#4,VeriSign Incorporated,"22340 Dresden Street Dulles, Virginia 20166",,Loudoun,,7/25/2008,7/25/2008,,1,,2000,2000,Cummins,,emergency diesel genset,Tier 2,FALSE,8.75,,38.6,5.02,,,,,,,,,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade low sulfur 2-D or grade 2-D S500",0.05%,,262.5,,,FALSE,FALSE,
73341,EG#1-3,VeriSign Incorporated,"22340 Dresden Street Dulles, Virginia 20166",,Loudoun,,12/13/2005,7/25/2008,,3,,2000,6000,Cummins,,emergency diesel genset,Tier 2,FALSE,10.23,,45.09,,,,,,,,,,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade low sulfur 2-D or grade 2-D S500",0.05%,,262.5,,,FALSE,FALSE,
73355,"1, 4","Amazon Data Services, Inc.","43831 Devin Shafron Drive; ; and  Ashburn, Virginia 20147-6983",IAD-6 Data Center ,Loudoun,,7/26/2013,5/19/2025,,2,3634,2500,5000,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.07,6.01,1.2,0.41,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73355,Transitory 1-4,"Amazon Data Services, Inc.","43831 Devin Shafron Drive; ; and  Ashburn, Virginia 20147-6983",IAD-6 Data Center ,Loudoun,,5/25/2011,5/19/2025,,4,2937,2000,8000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.8,0.14,38.8,4.1,1.1,0.6,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,TRUE,FALSE,
73355,MEG-1,"Amazon Data Services, Inc.","43831 Devin Shafron Drive; ; and  Ashburn, Virginia 20147-6983",IAD-6 Data Center ,Loudoun,,4/14/2010,5/19/2025,placeholder date based on other equipment,1,,1825,1825,Caterpillar,3516B,emergency diesel genset,Tier 1,FALSE,13.07,0.12,52.6,2.1,1,0.5,,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,"unknown original permit date, just states ""Previously permitted under Reg. No. 73783""",,FALSE,FALSE,
73355,"2, 3, 5, 6","Amazon Data Services, Inc.","43831 Devin Shafron Drive; ; and  Ashburn, Virginia 20147-6983",IAD-6 Data Center ,Loudoun,,1/30/2013,5/19/2025,,4,2937,2000,8000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.8,0.14,38.8,4.1,1.1,0.6,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73355,"7, 9","Amazon Data Services, Inc.","43831 Devin Shafron Drive; ; and  Ashburn, Virginia 20147-6983",IAD-6 Data Center ,Loudoun,,4/14/2010,5/19/2025,,2,,2250,4500,Kohler,2250REOZDC,emergency diesel genset,Tier 2,FALSE,8.95,0.13,44.4,6.24,0.84,0.63,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73355,8,"Amazon Data Services, Inc.","43831 Devin Shafron Drive; ; and  Ashburn, Virginia 20147-6983",IAD-6 Data Center ,Loudoun,,4/14/2010,5/19/2025,,1,2937,2000,2000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.8,0.14,38.8,4.1,1.1,0.6,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73355,10,"Amazon Data Services, Inc.","43831 Devin Shafron Drive; ; and  Ashburn, Virginia 20147-6983",IAD-6 Data Center ,Loudoun,,5/27/2010,5/19/2025,,1,3634,2500,2500,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.65,0.04,47.7,5.9,1.2,0.22,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73355,"11, 12","Amazon Data Services, Inc.","43831 Devin Shafron Drive; ; and  Ashburn, Virginia 20147-6983",IAD-6 Data Center ,Loudoun,,4/14/2010,5/19/2025,,2,,3000,6000,Caterpillar,C175,emergency diesel genset,Tier 2,FALSE,8.85,0.09,58.5,13,2.6,0.6,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73355,20-24,"Amazon Data Services, Inc.","43791 Devin Shafron Drive Ashburn, Virginia 20147-6983",IAD-54 Data Center ,Loudoun,,7/26/2013,5/19/2025,,5,3634,2500,12500,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.07,6.01,1.2,0.41,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73355,17-Jan,"Amazon Data Services, Inc.","43790 Devin Shafron Drive Ashburn, Virginia 20147-6983",IAD-13 Data Center ,Loudoun,,5/30/2013,5/19/2025,,17,3634,2500,42500,Caterpillar,3516C-HD,emergency diesel genset,Tier 2,FALSE,8.72,0.07,48.07,6.01,1.2,0.41,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73355,"18, 19","Amazon Data Services, Inc.","43790 Devin Shafron Drive Ashburn, Virginia 20147-6983",IAD-13 Data Center ,Loudoun,,1/30/2013,5/19/2025,,2,,2500,5000,Rolls Royce,MTU 16V4000G83L,emergency diesel genset,Tier 2,FALSE,8.21,0.13,45.24,6.54,1.11,0.74,,,,,,electronic fuel injection and turbocharged engines,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,500,,,FALSE,FALSE,
73363,"G1, G2",Inova Nokes Data Center,"45745 Nokes Boulevard Dulles, Virginia 20166",,Loudoun,,8/15/2006,7/15/2014,,2,,1500,3000,Caterpillar,3512DE3B,emergency diesel genset,Tier 2,FALSE,12.58,0.09,41.6,3.1,1.8,0.3,0.8,,,,,"direct diesel infection, engine control module, turbocbarger and charge air cooler",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade low sulfur 2-D or grade 2-D S500",0.05%,,,,,FALSE,FALSE,
73369,"NDIIG1, 2","BP New Dominion Technology Park II, LLC","499 Grove Street Herndon, VA 20170",,Fairfax,,9/27/2007,9/27/2007,,2,,1000,2000,Rolls Royce,1000DS4,emergency diesel genset,Tier 1,FALSE,16.42,,36.2,9,,,,,,,,,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade low sulfur 2-D or grade 2-D S500",0.05%,,500,,"Engine was originally Detroit Diesel, which was acquired by MTU and later by Rolls Royce",FALSE,FALSE,
73370,"RPU-1, 2, 5, 6, 8",Dupont Fabros Technologies,"44490 Chillum Place Ashburn, Virginia 20147",ACC 2 - Rhino,Loudoun,,3/24/2005,8/27/2013,,5,,1800,9000,Rolls Royce,MTU 16V4000-G81 ,emergency diesel genset,Tier 2 + SCR,TRUE,1.16,0.25,4.6,5.3,3.6,1,0.6,,,,,open loop SCR,,,Steuler CERNOx 16V400/2000 SCR Open Loop System,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,340,,,FALSE,FALSE,
73370,"RPU-3, 4, 7",Dupont Fabros Technologies,"44490 Chillum Place Ashburn, Virginia 20147",ACC 2 - Rhino,Loudoun,,3/24/2005,8/27/2013,,3,,1800,5400,Rolls Royce,MTU 16V4000-G80,emergency diesel genset,Tier 2 + SCR,TRUE,2.19,0.25,8.7,6.7,4.5,1,0.6,,,,,open loop SCR,,,Steuler CERNOx 16V400/2000 SCR Open Loop System,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,340,,"Engine was originally Detroit Diesel, which was acquired by MTU and later by Rolls Royce",FALSE,FALSE,
73370,"RPU-R1, R2",Dupont Fabros Technologies,"44490 Chillum Place Ashburn, Virginia 20147",ACC 2 - Rhino,Loudoun,,3/24/2005,8/27/2013,,2,,1800,3600,Rolls Royce,MTU 16V4000-G80,emergency diesel genset,Tier 1,FALSE,22.02,0.25,87.4,6.7,4.5,1,0.6,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,340,,"Engine was originally Detroit Diesel, which was acquired by MTU and later by Rolls Royce",FALSE,FALSE,
73370,"EG-9, 10, 11, 12",Dupont Fabros Technologies,"44490 Chillum Place Ashburn, Virginia 20147",ACC 2 - Rhino,Loudoun,,3/24/2005,8/27/2013,,4,,1820,7280,Rolls Royce,MTU 16V4000-G81,emergency diesel genset,Tier 1,FALSE,11.46,0.25,46,5.3,3.6,1,0.6,,,,,,,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,340,,"Engine was originally Detroit Diesel, which was acquired by MTU and later by Rolls Royce",FALSE,FALSE,
73370,"RPU-2,3,4,5,6,R1",Dupont Fabros Technologies,"44520 Hastings Drive, Virginia 20147",ACC 3 - Quill,Loudoun,,2/23/2010,8/27/2013,"Three permit dates were provided for ACC3 - Quill, but it was not specified which engine was which so the dates were assigned randomly",6,,1800,10800,Rolls Royce,MTU 16V4000-G81,emergency diesel genset,Tier 1,FALSE,11.59,0.25,46,5.3,3.6,1,0.6,,,,,"direct diesel injection, engine control module, turbocharger and charge air cooler",,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,,,"Engine was originally Detroit Diesel, which was acquired by MTU and later by Rolls Royce",FALSE,FALSE,
73370,"RPU-1,7,8,9,10,R2",Dupont Fabros Technologies,"44520 Hastings Drive, Virginia 20147",ACC 3 - Quill,Loudoun,,4/21/2008,8/27/2013,"Three permit dates were provided for ACC3 - Quill, but it was not specified which engine was which so the dates were assigned randomly",6,,1800,10800,Rolls Royce,MTU 16V4000-G81,emergency diesel genset,Tier 1,FALSE,11.59,0.25,46,5.3,3.6,1,0.6,,,,,"direct diesel injection, engine control module, turbocharger and charge air cooler",,,,diesel,The diesel fuel shall meet the ASTM D975 specification for S15 diesel fuel oil with a maximum sulfur content per shipment of 0.0015%,0.00%,,,,"Engine was originally Detroit Diesel, which was acquired by MTU and later by Rolls Royce",FALSE,FALSE,
